GeneID	HGNC
91272	BOD1
2821	GPI
974	CD79B
84900	RNFT2
7321	UBE2D1
10274	STAG1
5737	PTGFR
57188	ADAMTSL3
1087	CEACAM7
5016	OVGP1
5527	PPP2R5C
25894	PLEKHG4
6515	SLC2A3
124222	PAQR4
22883	CLSTN1
8318	CDC45
7850	IL1R2
6929	TCF3
9101	USP8
22996	TTC39A
5408	PNLIPRP2
4005	LMO2
56888	KCMF1
55359	STYK1
55656	INTS8
8437	RASAL1
79145	CHCHD7
1036	CDO1
51118	UTP11
128553	TSHZ2
6947	TCN1
1471	CST3
64926	RASAL3
10463	SLC30A9
54431	DNAJC10
26277	TINF2
166614	DCLK2
3107	HLA-C
384	ARG2
79815	NIPAL2
3487	IGFBP4
50804	MYEF2
27115	PDE7B
27086	FOXP1
28970	C11orf54
10730	YME1L1
2316	FLNA
89890	KBTBD6
55660	PRPF40A
81855	SFXN3
3298	HSF2
10245	TIMM17B
84722	PSRC1
3757	KCNH2
5277	PIGA
6615	SNAI1
55160	ARHGEF10L
220963	SLC16A9
5586	PKN2
7378	UPP1
3421	IDH3G
6375	XCL1
55863	TMEM126B
6902	TBCA
51566	ARMCX3
8540	AGPS
140876	RIPOR3
72	ACTG2
10426	TUBGCP3
79968	WDR76
91584	PLXNA4
3082	HGF
2737	GLI3
2762	GMDS
63910	SLC17A9
6629	SNRPB2
2764	GMFB
55890	GPRC5C
653121	ZBTB8A
55214	P3H2
23179	RGL1
23676	SMPX
10261	IGSF6
441108	IRF1-AS1
64087	MCCC2
9890	PLPPR4
5729	PTGDR
286133	SCARA5
2009	EML1
10020	GNE
2162	F13A1
84920	ALG10
1118	CHIT1
84668	FAM126A
3613	IMPA2
2263	FGFR2
26509	MYOF
51311	TLR8
6641	SNTB1
5587	PRKD1
79153	GDPD3
6472	SHMT2
4253	MIA2
725	C4BPB
2819	GPD1
79074	C2orf49
5717	PSMD11
28987	NOB1
79657	RPAP3
7100	TLR5
23077	MYCBP2
2146	EZH2
2771	GNAI2
8654	PDE5A
92421	CHMP4C
51175	TUBE1
50863	NTM
51375	SNX7
4008	LMO7
4792	NFKBIA
4645	MYO5B
4534	MTM1
6713	SQLE
2999	GZMH
5373	PMM2
23780	APOL2
5918	RARRES1
2730	GCLM
55364	IMPACT
11168	PSIP1
28985	MCTS1
26191	PTPN22
9088	PKMYT1
85453	TSPYL5
3692	EIF6
84661	DPY30
8607	RUVBL1
51141	INSIG2
7678	ZNF124
6004	RGS16
118471	PRAP1
51193	ZNF639
8886	DDX18
79567	RIPOR1
5168	ENPP2
283537	SLC46A3
26585	GREM1
10541	ANP32B
8837	CFLAR
57799	RAB40C
10581	IFITM2
8624	PSMG1
65992	DDRGK1
6525	SMTN
2841	GPR18
388272	C16orf87
2926	GRSF1
9117	SEC22C
23011	RAB21
1841	DTYMK
54888	NSUN2
168850	ZNF800
5250	SLC25A3
2182	ACSL4
51569	UFM1
79772	MCTP1
694	BTG1
55314	TMEM144
220042	DDIAS
84365	NIFK
10046	MAMLD1
3320	HSP90AA1
339500	ZNF678
8662	EIF3B
8458	TTF2
1609	DGKQ
55031	USP47
79586	CHPF
55342	STRBP
7414	VCL
8883	NAE1
9194	SLC16A7
7411	VBP1
6897	TARS1
5349	FXYD3
623	BDKRB1
5909	RAP1GAP
25898	RCHY1
138065	RNF183
9185	REPS2
359845	RFLNB
2551	GABPA
83692	CD99L2
26275	HIBCH
5859	QARS1
57418	WDR18
3038	HAS3
51454	GULP1
54518	APBB1IP
51512	GTSE1
9768	PCLAF
8411	EEA1
3090	HIC1
50856	CLEC4A
91942	NDUFAF2
10059	DNM1L
5919	RARRES2
1400	CRMP1
10329	RXYLT1
6362	CCL18
83716	CRISPLD2
10434	LYPLA1
114876	OSBPL1A
8533	COPS3
57419	SLC24A3
389432	SAMD5
1105	CHD1
10959	TMED2
26156	RSL1D1
355	FAS
79365	BHLHE41
23608	MKRN1
6839	SUV39H1
114548	NLRP3
57477	SHROOM4
3931	LCAT
55679	LIMS2
6876	TAGLN
126695	KDF1
83643	CCDC3
54474	KRT20
6451	SH3BGRL
10776	ARPP19
55616	ASAP3
80267	EDEM3
79789	CLMN
54187	NANS
5567	PRKACB
4148	MATN3
9201	DCLK1
4300	MLLT3
84445	LZTS2
9046	DOK2
4493	MT1E
57545	CC2D2A
78999	LRFN4
55691	FRMD4A
50937	CDON
150223	YDJC
8260	NAA10
286827	TRIM59
9475	ROCK2
4282	MIF
54502	RBM47
79987	SVEP1
57579	FAM135A
4256	MGP
699	BUB1
2166	FAAH
51268	PIPOX
1942	EFNA1
7103	TSPAN8
112942	CFAP36
25823	TPSG1
3071	NCKAP1L
4594	MMUT
55738	ARFGAP1
80227	PAAF1
579	NKX3-2
5270	SERPINE2
85014	TMEM141
1033	CDKN3
23187	PHLDB1
4665	NAB2
254531	LPCAT4
81555	YIPF5
1880	GPR183
150763	GPAT2
11314	CD300A
2354	FOSB
2571	GAD1
3672	ITGA1
9181	ARHGEF2
6275	S100A4
23305	ACSL6
1945	EFNA4
10578	GNLY
23600	AMACR
11030	RBPMS
7019	TFAM
148867	SLC30A7
4332	MNDA
404203	SPINK6
79908	BTNL8
22858	CILK1
84179	SLC49A3
57570	TRMT5
27077	B9D1
54965	PIGX
57695	USP37
4221	MEN1
1810	DR1
53347	UBASH3A
443	ASPA
23310	NCAPD3
26960	NBEA
64005	MYO1G
4093	SMAD9
81888	HYI
23034	SAMD4A
6383	SDC2
29088	MRPL15
7462	LAT2
54862	CC2D1A
89790	SIGLEC10
55270	NUDT15
4927	NUP88
10672	GNA13
1846	DUSP4
58533	SNX6
8161	COIL
2153	F5
83891	SNX25
84068	SLC10A7
9920	KBTBD11
7351	UCP2
92126	DSEL
8618	CADPS
10606	PAICS
5650	KLK7
11101	ATE1
84295	PHF6
55013	MCUB
80143	SIKE1
55191	NADSYN1
10484	SEC23A
57501	CFAP92
509	ATP5F1C
10144	FAM13A
51735	RAPGEF6
23408	SIRT5
9429	ABCG2
158326	FREM1
10396	ATP8A1
22998	LIMCH1
63979	FIGNL1
3624	INHBA
23452	ANGPTL2
6404	SELPLG
1627	DBN1
10885	WDR3
54954	FAM120C
518	ATP5MC3
4063	LY9
29117	BRD7
10223	GPA33
29127	RACGAP1
83637	ZMIZ2
6364	CCL20
5074	PAWR
204	AK2
23306	NEMP1
4982	TNFRSF11B
10462	CLEC10A
169611	OLFML2A
1290	COL5A2
7341	SUMO1
91252	SLC39A13
139596	UPRT
25816	TNFAIP8
1890	TYMP
5122	PCSK1
2923	PDIA3
138199	CARNMT1
4856	CCN3
1174	AP1S1
7407	VARS1
90865	IL33
57643	ZSWIM5
8091	HMGA2
51642	MRPL48
9493	KIF23
51334	PRR16
64123	ADGRL4
9521	EEF1E1
81558	FAM117A
27303	RBMS3
6461	SHB
10550	ARL6IP5
10771	ZMYND11
54927	CHCHD3
79814	AGMAT
57606	SLAIN2
132320	SCLT1
6556	SLC11A1
4773	NFATC2
7694	ZNF135
163154	PRR22
91179	SCARF2
130340	AP1S3
10155	TRIM28
27244	SESN1
80824	DUSP16
84230	LRRC8C
7056	THBD
2676	GFRA3
55686	MREG
2114	ETS2
11148	HHLA2
3796	KIF2A
55715	DOK4
8778	SIGLEC5
8522	GAS7
25890	ABI3BP
112616	CMTM7
1879	EBF1
134430	WDR36
26286	ARFGAP3
55816	DOK5
1019	CDK4
399818	EEF1AKMT2
22859	ADGRL1
195828	ZNF367
375743	PTAR1
8613	PLPP3
4751	NEK2
84034	EMILIN2
51309	ARMCX1
10970	CKAP4
80315	CPEB4
79689	STEAP4
149840	SHLD1
217	ALDH2
5099	PCDH7
9263	STK17A
51132	RLIM
1491	CTH
1363	CPE
199	AIF1
2744	GLS
10272	FSTL3
3603	IL16
286410	ATP11C
55559	HAUS7
84681	HINT2
7728	ZNF175
4659	PPP1R12A
84294	UTP23
63922	CHTF18
126669	SHE
9669	EIF5B
84881	RPUSD4
57121	LPAR5
4638	MYLK
51351	ZNF117
84946	LTV1
1021	CDK6
55071	C9orf40
5621	PRNP
39	ACAT2
1070	CETN3
3856	KRT8
9704	DHX34
134553	C5orf24
5292	PIM1
1439	CSF2RB
1964	EIF1AX
1776	DNASE1L3
5218	CDK14
389136	VGLL3
3135	HLA-G
55244	SLC47A1
54606	DDX56
80005	DOCK5
55278	QRSL1
26147	PHF19
8495	PPFIBP2
11181	TREH
9706	ULK2
10915	TCERG1
121441	NEDD1
23321	TRIM2
119391	GSTO2
10827	FAM114A2
54546	RNF186
80210	ARMC9
5705	PSMC5
10001	MED6
55163	PNPO
7001	PRDX2
10135	NAMPT
3437	IFIT3
6690	SPINK1
7334	UBE2N
7320	UBE2B
114908	TMEM123
3658	IREB2
11104	KATNA1
4050	LTB
80342	TRAF3IP3
27315	PGAP2
10565	ARFGEF1
3608	ILF2
54861	SNRK
10923	SUB1
64174	DPEP2
26009	ZZZ3
80303	EFHD1
3306	HSPA2
10370	CITED2
6185	RPN2
284406	ZFP82
64417	TMEM267
120227	CYP2R1
9825	SPATA2
26010	SPATS2L
57673	BEND3
8805	TRIM24
1653	DDX1
104	ADARB1
57448	BIRC6
410	ARSA
6240	RRM1
79659	DYNC2H1
55814	BDP1
54829	ASPN
2995	GYPC
5002	SLC22A18
27352	SGSM3
4190	MDH1
285237	C3orf38
8438	RAD54L
23475	QPRT
56954	NIT2
9120	SLC16A6
2247	FGF2
8895	CPNE3
91419	ATP23
7010	TEK
84108	PCGF6
10570	DPYSL4
30846	EHD2
10863	ADAM28
7336	UBE2V2
23196	FAM120A
11322	TMC6
51263	MRPL30
5636	PRPSAP2
5255	PHKA1
1634	DCN
3396	MRPL58
394	ARHGAP5
79682	CENPU
409	ARRB2
1760	DMPK
56262	LRRC8A
137209	ZNF572
56961	SHD
146754	DNAH2
112479	ERI2
1130	LYST
51062	ATL1
7041	TGFB1I1
52	ACP1
57019	CIAPIN1
253827	MSRB3
11169	WDHD1
6422	SFRP1
116159	CYYR1
158158	RASEF
1301	COL11A1
7538	ZFP36
54602	NDFIP2
3683	ITGAL
6351	CCL4
10203	CALCRL
23002	DAAM1
54910	SEMA4C
64434	NOM1
596	BCL2
440603	BCL2L15
51338	MS4A4A
22903	BTBD3
10534	ZNRD2
7169	TPM2
27166	PRELID1
60681	FKBP10
26098	EDRF1
5631	PRPS1
63941	NECAB3
3145	HMBS
374403	TBC1D10C
23469	PHF3
55454	CSGALNACT2
8724	SNX3
79781	IQCA1
2357	FPR1
11278	KLF12
5915	RARB
430	ASCL2
22885	ABLIM3
6764	DENND2B
27236	ARFIP1
3094	HINT1
54947	LPCAT2
79368	FCRL2
1264	CNN1
84662	GLIS2
29083	GTPBP8
51099	ABHD5
79728	PALB2
10969	EBNA1BP2
6905	TBCE
51646	YPEL5
729359	PLIN4
9843	HEPH
563	AZGP1
54433	GAR1
7570	ZNF22
8869	ST3GAL5
113730	KLHDC7B
51154	MRTO4
604	BCL6
1654	DDX3X
26499	PLEK2
56963	RGMA
6633	SNRPD2
55605	KIF21A
768211	RELL1
10256	CNKSR1
60343	FAM3A
6150	MRPL23
123169	LEO1
64645	MFSD14A
55841	WWC3
9423	NTN1
6567	SLC16A2
57122	NUP107
121457	IKBIP
11343	MGLL
25960	ADGRA2
26173	INTS1
81929	SEH1L
3854	KRT6B
3316	HSPB2
9497	SLC4A7
79959	CEP76
65012	SLC26A10
1163	CKS1B
55213	RCBTB1
11031	RAB31
7026	NR2F2
57001	SDHAF3
5634	PRPS2
79072	FASTKD3
54865	GPATCH4
283	ANG
6621	SNAPC4
5138	PDE2A
2549	GAB1
5142	PDE4B
27124	INPP5J
5618	PRLR
10617	STAMBP
137492	VPS37A
23654	PLXNB2
4311	MME
55667	DENND4C
51050	PI15
55275	VPS53
56034	PDGFC
221336	BEND6
93058	COQ10A
6397	SEC14L1
7553	ZNF7
55450	CAMK2N1
79172	CENPO
9252	RPS6KA5
25836	NIPBL
2149	F2R
25842	ASF1A
5427	POLE2
2817	GPC1
23382	AHCYL2
6502	SKP2
3236	HOXD10
5481	PPID
2200	FBN1
7517	XRCC3
6928	HNF1B
29767	TMOD2
55127	HEATR1
56950	SMYD2
8045	RASSF7
7035	TFPI
8553	BHLHE40
1062	CENPE
2528	FUT6
158	ADSL
57600	FNIP2
79050	NOC4L
3122	HLA-DRA
8140	SLC7A5
5686	PSMA5
27283	TINAG
1236	CCR7
23243	ANKRD28
79723	SUV39H2
839	CASP6
25932	CLIC4
23216	TBC1D1
9467	SH3BP5
10735	STAG2
7465	WEE1
51313	GASK1B
5825	ABCD3
9743	ARHGAP32
4094	MAF
200634	KRTCAP3
493911	PHOSPHO2
80323	CCDC68
219749	ZNF25
64760	FHIP2B
6814	STXBP3
29803	REPIN1
22982	DIP2C
64149	C17orf75
951	CD37
1356	CP
51637	RTRAF
9894	TELO2
140885	SIRPA
4664	NAB1
9145	SYNGR1
6489	ST8SIA1
3092	HIP1
760	CA2
26002	MOXD1
51028	VPS36
6238	RRBP1
168374	ZNF92
6195	RPS6KA1
27229	TUBGCP4
8728	ADAM19
28992	MACROD1
5356	PLRG1
6402	SELL
9448	MAP4K4
27440	HDHD5
5933	RBL1
1612	DAPK1
8881	CDC16
23500	DAAM2
6197	RPS6KA3
10320	IKZF1
57761	TRIB3
3418	IDH2
2241	FER
23646	PLD3
320	APBA1
51188	SS18L2
23612	PHLDA3
11174	ADAMTS6
26063	DECR2
11198	SUPT16H
54102	CLIC6
8545	CGGBP1
337867	UBAC2
9891	NUAK1
81790	RNF170
5602	MAPK10
2258	FGF13
79724	ZNF768
10893	MMP24
5931	RBBP7
4116	MAGOH
1278	COL1A2
10282	BET1
60487	TRMT11
9167	COX7A2L
2021	ENDOG
3832	KIF11
9823	ARMCX2
58475	MS4A7
10054	UBA2
270	AMPD1
5134	PDCD2
3070	HELLS
30817	ADGRE2
2219	FCN1
7518	XRCC4
8050	PDHX
8877	SPHK1
79075	DSCC1
22920	KIFAP3
10577	NPC2
57182	ANKRD50
80018	NAA25
121642	ALKBH2
8550	MAPKAPK5
79568	MAIP1
9262	STK17B
81493	SYNC
10154	PLXNC1
54840	APTX
10555	AGPAT2
6477	SIAH1
9832	JAKMIP2
23518	R3HDM1
516	ATP5MC1
7130	TNFAIP6
5495	PPM1B
130399	ACVR1C
57508	INTS2
5648	MASP1
5981	RFC1
92017	SNX29
4642	MYO1D
10725	NFAT5
3384	ICAM2
80301	PLEKHO2
3930	LBR
201475	RAB12
6683	SPAST
2271	FH
57494	RIMKLB
5111	PCNA
10179	RBM7
59084	ENPP5
1875	E2F5
1742	DLG4
51209	RAB9B
5662	PSD
1829	DSG2
91608	RASL10B
57699	CPNE5
54960	GEMIN8
84952	CGNL1
366	AQP9
11185	INMT
84617	TUBB6
83879	CDCA7
57111	RAB25
3357	HTR2B
84823	LMNB2
54478	PIMREG
9615	GDA
282809	POC1B
2548	GAA
8639	AOC3
8705	B3GALT4
29126	CD274
3843	IPO5
1355	COX15
221178	SPATA13
5352	PLOD2
23401	FRAT2
8908	GYG2
55614	KIF16B
1840	DTX1
1044	CDX1
4163	MCC
84955	NUDCD1
7546	ZIC2
26528	DAZAP1
7052	TGM2
9533	POLR1C
10446	LRRN2
59342	SCPEP1
133619	PRRC1
3251	HPRT1
710	SERPING1
6619	SNAPC3
9422	ZNF264
8736	MYOM1
655	BMP7
10527	IPO7
80031	SEMA6D
2585	GALK2
5119	CHMP1A
124637	CYB5D1
5191	PEX7
200315	APOBEC3A
51136	RNFT1
55131	RBM28
84515	MCM8
118932	ANKRD22
10157	AASS
144165	PRICKLE1
23492	CBX7
1161	ERCC8
23704	KCNE4
1509	CTSD
57619	SHROOM3
148418	SAMD13
23322	RPGRIP1L
113246	C12orf57
2936	GSR
54529	ASNSD1
84817	TXNDC17
4054	LTBP3
4023	LPL
6729	SRP54
10105	PPIF
5412	UBL3
151306	GPBAR1
23001	WDFY3
56938	ARNTL2
6274	S100A3
5743	PTGS2
26298	EHF
8237	USP11
55329	MNS1
84898	PLXDC2
55074	OXR1
80013	MINDY3
58492	ZNF77
51365	PLA1A
6285	S100B
9200	HACD1
150962	PUS10
51592	TRIM33
51567	TDP2
6442	SGCA
1511	CTSG
51279	C1RL
10663	CXCR6
151246	SGO2
10712	FAM189B
64172	OSGEPL1
348654	GEN1
6304	SATB1
641700	ECSCR
473	RERE
387263	C6orf120
10838	ZNF275
339287	MSL1
84133	ZNRF3
546	ATRX
4172	MCM3
2041	EPHA1
10171	RCL1
56131	PCDHB4
9319	TRIP13
9126	SMC3
120425	JAML
695	BTK
8322	FZD4
169981	SPIN3
56926	NCLN
920	CD4
7165	TPD52L2
5151	PDE8A
8929	PHOX2B
10767	HBS1L
148808	MFSD4A
119559	SFXN4
60313	GPBP1L1
27319	BHLHE22
80201	HKDC1
7737	RNF113A
56704	JPH1
3087	HHEX
286148	DPY19L4
1662	DDX10
205327	C2orf69
8520	HAT1
830	CAPZA2
84640	USP38
196403	DTX3
939	CD27
27109	DMAC2L
7280	TUBB2A
3839	KPNA3
54454	ATAD2B
965	CD58
254251	LCORL
55536	CDCA7L
64328	XPO4
51068	NMD3
9933	PUM3
64794	DDX31
51098	IFT52
245973	ATP6V1C2
10208	USPL1
10435	CDC42EP2
57696	DDX55
6097	RORC
60481	ELOVL5
10892	MALT1
79607	FAM118B
340061	STING1
7697	ZNF138
8491	MAP4K3
11340	EXOSC8
64321	SOX17
57539	WDR35
471	ATIC
54558	SPATA6
92912	UBE2Q2
8404	SPARCL1
122773	KLHDC1
57727	NCOA5
7980	TFPI2
84674	CARD6
972	CD74
51340	CRNKL1
9034	CCRL2
3790	KCNS3
51604	PIGT
5266	PI3
10068	IL18BP
10384	BTN3A3
6877	TAF5
64928	MRPL14
27128	CYTH4
8887	TAX1BP1
7167	TPI1
84057	MND1
847	CAT
81035	COLEC12
80221	ACSF2
5305	PIP4K2A
84083	ZRANB3
2023	ENO1
91107	TRIM47
11332	ACOT7
4066	LYL1
56852	RAD18
29984	RHOD
50515	CHST11
4082	MARCKS
25759	SHC2
4084	MXD1
30850	CDR2L
945	CD33
55790	CSGALNACT1
144455	E2F7
140462	ASB9
5054	SERPINE1
1475	CSTA
166815	TIGD2
91137	SLC25A46
64284	RAB17
5217	PFN2
57003	CCDC47
7360	UGP2
402415	XKRX
10406	WFDC2
9631	NUP155
57697	FANCM
55784	MCTP2
84306	PDCD2L
57326	PBXIP1
4598	MVK
9770	RASSF2
25831	HECTD1
688	KLF5
55806	HR
23158	TBC1D9
9516	LITAF
219736	STOX1
84959	UBASH3B
1464	CSPG4
3945	LDHB
284252	KCTD1
83596	BCL2L12
3140	MR1
8884	SLC5A6
79047	KCTD15
2121	EVC
2921	CXCL3
23022	PALLD
120	ADD3
9760	TOX
51106	TFB1M
6741	SSB
6843	VAMP1
57530	CGN
26301	GBGT1
360	AQP3
79081	LBHD1
57176	VARS2
11248	NXPH3
51306	FAM13B
6093	ROCK1
7780	SLC30A2
51312	SLC25A37
54977	SLC25A38
92106	OXNAD1
1909	EDNRA
26060	APPL1
1781	DYNC1I2
1244	ABCC2
58517	RBM25
23299	BICD2
26271	FBXO5
64506	CPEB1
133	ADM
9079	LDB2
79691	QTRT2
79019	CENPM
5196	PF4
1051	CEBPB
51001	MTERF3
840	CASP7
7450	VWF
2534	FYN
25962	VIRMA
90871	DMAC1
85004	RERG
1798	DPAGT1
79925	SPEF2
152137	CCDC50
7227	TRPS1
55024	BANK1
1958	EGR1
11051	NUDT21
284	ANGPT1
51126	NAA20
5756	TWF1
6310	ATXN1
4026	LPP
54885	TBC1D8B
79630	C1orf54
55651	NHP2
64863	METTL4
51715	RAB23
84186	ZCCHC7
6943	TCF21
950	SCARB2
10561	IFI44
134637	ADAT2
10564	ARFGEF2
139231	FAM199X
3290	HSD11B1
79441	HAUS3
10247	RIDA
6419	SETMAR
25803	SPDEF
79861	TUBAL3
4599	MX1
54596	L1TD1
8431	NR0B2
5189	PEX1
3159	HMGA1
55124	PIWIL2
7699	ZNF140
57472	CNOT6
115677	NOSTRIN
1071	CETP
8997	KALRN
11010	GLIPR1
9735	KNTC1
84331	MCRIP2
157567	ANKRD46
55552	ZNF823
3052	HCCS
222389	BEND7
26051	PPP1R16B
54361	WNT4
1949	EFNB3
407738	TAFA1
55922	NKRF
54737	MPHOSPH8
5716	PSMD10
256987	SERINC5
6132	RPL8
57763	ANKRA2
10335	IRAG1
50855	PARD6A
7965	AIMP2
8612	PLPP2
10809	STARD10
56683	CFAP298
64398	PALS1
9097	USP14
7064	THOP1
84419	C15orf48
55236	UBA6
134265	AFAP1L1
7096	TLR1
348995	NUP43
3382	ICA1
3433	IFIT2
258010	SVIP
22900	CARD8
113655	MFSD3
3091	HIF1A
11235	PDCD10
5948	RBP2
154075	SAMD3
10196	PRMT3
9905	SGSM2
6119	RPA3
3028	HSD17B10
64787	EPS8L2
51226	COPZ2
10473	HMGN4
10535	RNASEH2A
10330	CNPY2
817	CAMK2D
65268	WNK2
2287	FKBP3
5308	PITX2
9678	PHF14
23421	ITGB3BP
262	AMD1
51639	SF3B6
167153	TENT2
8573	CASK
79003	MIS12
11282	MGAT4B
9971	NR1H4
22856	CHSY1
64147	KIF9
5339	PLEC
23499	MACF1
6503	SLA
83594	NUDT12
92291	CAPN13
9026	HIP1R
9093	DNAJA3
57456	KIAA1143
83787	ARMC10
10630	PDPN
7046	TGFBR1
3176	HNMT
51128	SAR1B
3897	L1CAM
374819	LRRC37A3
6692	SPINT1
339	APOBEC1
83737	ITCH
54970	TTC12
2193	FARSA
5431	POLR2B
115294	PCMTD1
51295	ECSIT
1296	COL8A2
129787	TMEM18
51199	NIN
948	CD36
10849	POLR1G
7086	TKT
3750	KCND1
79184	BRCC3
7486	WRN
387758	FIBIN
65010	SLC26A6
2709	GJB5
8483	CILP
1950	EGF
54619	CCNJ
9425	CDYL
283298	OLFML1
6352	CCL5
56913	C1GALT1
51018	RRP15
58516	SINHCAF
1545	CYP1B1
65018	PINK1
66036	MTMR9
158358	KIAA2026
27035	NOX1
10267	RAMP1
5996	RGS1
84649	DGAT2
3003	GZMK
1731	SEPTIN1
55014	STX17
3910	LAMA4
64979	MRPL36
81544	GDPD5
1365	CLDN3
7060	THBS4
22977	AKR7A3
56992	KIF15
55166	CENPQ
1181	CLCN2
50807	ASAP1
57608	JCAD
51540	SCLY
7347	UCHL3
379	ARL4D
79135	APOO
64753	CCDC136
23563	CHST5
8514	KCNAB2
55083	KIF26B
23556	PIGN
90075	ZNF30
1513	CTSK
131566	DCBLD2
84326	METTL26
22853	LMTK2
57088	PLSCR4
3708	ITPR1
79901	CYBRD1
3572	IL6ST
10079	ATP9A
3678	ITGA5
259230	SGMS1
9135	RABEP1
481	ATP1B1
55809	TRERF1
11043	MID2
8899	PRPF4B
10538	BATF
54881	TEX10
55251	PCMTD2
1259	CNGA1
947	CD34
23048	FNBP1
5994	RFXAP
201595	STT3B
56261	GPCPD1
6038	RNASE4
8470	SORBS2
404672	GTF2H5
3512	JCHAIN
4976	OPA1
55197	RPRD1A
132321	C4orf33
8790	FPGT
85865	GTPBP10
150	ADRA2A
11067	DEPP1
84189	SLITRK6
5125	PCSK5
6695	SPOCK1
27141	CIDEB
84873	ADGRG7
1601	DAB2
3687	ITGAX
1728	NQO1
26520	TIMM9
3957	LGALS2
116835	HSPA12B
273	AMPH
122060	SLAIN1
2739	GLO1
51765	STK26
29909	GPR171
5329	PLAUR
55312	RFK
51015	ISOC1
715	C1R
57560	IFT80
80135	RPF1
25943	DNAAF9
79913	ACTR5
3066	HDAC2
221061	FAM171A1
1870	E2F2
2118	ETV4
6627	SNRPA1
57181	SLC39A10
11232	POLG2
8824	CES2
3150	HMGN1
6809	STX3
10884	MRPS30
55617	TASP1
27067	STAU2
4597	MVD
25914	RTTN
56159	TEX11
54331	GNG2
321	APBA2
770	CA11
139411	PTCHD1
54819	ZCCHC10
51808	PHAX
8912	CACNA1H
3915	LAMC1
222171	PRR15
3953	LEPR
4969	OGN
4312	MMP1
5358	PLS3
83943	IMMP2L
4157	MC1R
90853	SPOCD1
285704	RGMB
55293	UEVLD
1263	PLK3
144577	KICS2
64409	GALNT17
4689	NCF4
79670	TUT7
2053	EPHX2
6576	SLC25A1
2650	GCNT1
10569	SLU7
25929	GEMIN5
56999	ADAMTS9
540	ATP7B
50506	DUOX2
116238	TLCD1
3113	HLA-DPA1
25878	MXRA5
5092	PCBD1
57178	ZMIZ1
79726	WDR59
762	CA4
64849	SLC13A3
166647	ADGRA3
4249	MGAT5
90480	GADD45GIP1
6355	CCL8
1606	DGKA
8565	YARS1
29078	NDUFAF4
2350	FOLR2
51633	OTUD6B
10927	SPIN1
26353	HSPB8
6588	SLN
5924	RASGRF2
84896	ATAD1
54020	SLC37A1
9955	HS3ST3A1
4211	MEIS1
8904	CPNE1
29893	PSMC3IP
65008	MRPL1
220134	SKA1
9881	TRANK1
84142	ABRAXAS1
8804	CREG1
22926	ATF6
64236	PDLIM2
23474	ETHE1
4499	MT1M
6880	TAF9
3903	LAIR1
5229	PGGT1B
84191	CIAO2A
152273	FGD5
27129	HSPB7
91404	SESTD1
1615	DARS1
54892	NCAPG2
55323	LARP6
1063	CENPF
22802	CLCA4
3313	HSPA9
8796	SCEL
4521	NUDT1
7582	ZNF33B
10721	POLQ
5205	ATP8B1
8741	TNFSF13
80232	WDR26
6322	SCML1
7559	ZNF12
54845	ESRP1
8602	NOP14
84918	LRP11
84318	CCDC77
25852	ARMC8
84102	SLC41A2
5774	PTPN3
79666	PLEKHF2
51562	MBIP
162979	ZNF296
55037	PTCD3
83939	EIF2A
91298	C12orf29
23314	SATB2
84869	CBR4
83694	RPS6KL1
5502	PPP1R1A
10846	PDE10A
440	ASNS
10598	AHSA1
716	C1S
148170	CDC42EP5
90826	PRMT9
5646	PRSS3
6654	SOS1
10210	TOPORS
2222	FDFT1
147906	DACT3
4929	NR4A2
4698	NDUFA5
148741	ANKRD35
89927	BMERB1
26064	RAI14
55279	ZNF654
54955	C1orf109
115572	TENT5B
80306	MED28
1999	ELF3
60559	SPCS3
4360	MRC1
23673	STX12
605	BCL7A
901	CCNG2
389677	RBM12B
5789	PTPRD
10447	FAM3C
84520	GON7
9197	SLC33A1
8702	B4GALT4
27433	TOR2A
130589	GALM
23404	EXOSC2
5347	PLK1
134147	CMBL
55759	WDR12
51166	AADAT
10871	CD300C
27333	GOLIM4
51496	CTDSPL2
51010	EXOSC3
64838	FNDC4
375057	STUM
4826	NNAT
1633	DCK
7385	UQCRC2
11145	PLAAT3
9767	JADE3
57473	ZNF512B
127018	LYPLAL1
5064	PALM
55600	ITLN1
10539	GLRX3
5805	PTS
6934	TCF7L2
57520	HECW2
84181	CHD6
4605	MYBL2
139221	PWWP3B
5876	RABGGTB
10586	MAB21L2
4939	OAS2
4301	AFDN
1292	COL6A2
27436	EML4
2028	ENPEP
1234	CCR5
4708	NDUFB2
284119	CAVIN1
3671	ISLR
4739	NEDD9
4038	LRP4
2180	ACSL1
3995	FADS3
22838	RNF44
92399	MRRF
6444	SGCD
987	LRBA
79930	DOK3
5833	PCYT2
54821	ERCC6L
10590	SCGN
54677	CROT
9818	NUP58
51474	LIMA1
2314	FLII
9322	TRIP10
56649	TMPRSS4
6919	TCEA2
51629	SLC25A39
27101	CACYBP
6566	SLC16A1
22797	TFEC
285172	FAM126B
8038	ADAM12
53832	IL20RA
590	BCHE
254956	MORN5
10283	CWC27
55145	THAP1
54757	FAM20A
4191	MDH2
911	CD1C
3655	ITGA6
51247	PAIP2
25804	LSM4
8303	SNN
2124	EVI2B
114905	C1QTNF7
29780	PARVB
51728	POLR3K
120224	TMEM45B
1741	DLG3
4711	NDUFB5
22902	RUFY3
10200	MPHOSPH6
10044	SH2D3C
